統計起始日,上映日期,中文片名,國別地區,上映院數,累計銷售票數,累計銷售金額
2018/8/27,2018/8/17,劊樂小丑,美國,1,775,"170,395"
2018/8/27,2018/8/17,愛的所有格,印尼,2,273,"57,090"
2018/8/27,2018/8/10,巨齒鯊,美國,89,"663,118","155,620,012"
2018/8/27,2018/8/10,蠟筆小新電影功夫小子之拉麵大亂鬥！,日本,15,"26,108","5,938,332"
2018/8/27,2018/8/10,娼年,日本,4,"4,133","892,047"
2018/8/27,2018/8/10,K SEVEN STORIES EPISODE 2「SIDE：BLUE～猶如天狼～」,日本,5,"1,160","271,803"
2018/8/27,2018/8/10,柏格曼：大師狂想,瑞典,1,766,"162,461"
2018/8/27,2018/8/10,夏日大作戰,日本,1,687,"152,806"
2018/8/27,2018/8/10,跳躍吧！時空少女,日本,1,570,"126,253"
2018/8/27,2018/8/10,怪物的孩子,日本,1,209,"44,765"
2018/8/27,2018/8/10,記憶大師,中國大陸,1,426,"96,375"
2018/8/27,2018/8/10,三生三世十里桃花,中國大陸,1,529,"119,520"
2018/8/27,2018/8/8,與神同行：最終審判,南韓,82,"1,908,567","456,245,299"
2018/8/27,2018/8/3,摯友維尼,美國,16,"98,651","22,971,298"
2018/8/27,2018/8/3,道別的早晨就用約定之花點綴吧,日本,6,"15,416","3,794,602"
2018/8/27,2018/8/3,真假維梅爾,荷蘭,1,"4,058","843,855"
2018/8/27,2018/8/3,怒火邊界2：毒刑者,美國,2,"23,710","5,229,421"
2018/8/27,2018/8/1,媽媽咪呀！回來了,美國,10,"107,026","24,638,118"
2018/8/27,2018/7/25,不可能的任務：全面瓦解,美國,73,"1,838,395","435,810,691"
2018/8/27,2018/7/20,震撼真相,美國,1,"3,681","778,854"
2018/8/27,2018/7/20,願望咖啡館,義大利,1,"9,652","2,064,882"
2018/8/27,2018/7/19,尖叫旅社3:怪獸假期,美國,25,"304,104","67,832,162"
2018/8/27,2018/7/13,小偷家族,日本,7,"61,490","13,736,922"
2018/8/27,2018/7/13,決戰賽末點,瑞典,2,891,"170,830"
2018/8/27,2018/7/12,摩天大樓,美國,4,"799,805","187,002,707"
2018/8/27,2018/7/12,切小金家的旅館,中華民國,2,"85,661","19,383,706"
2018/8/27,2018/7/6,名偵探柯南:零的執行人,日本,9,"377,643","87,368,408"
2018/8/27,2018/7/6,愛，留在海灘那一天,英國,1,"3,554","763,941"
2018/8/27,2018/7/6,殺人回憶,南韓,1,"1,318","289,910"
2018/8/27,2018/7/4,蟻人與黃蜂女,美國,1,"1,260,127","296,112,454"
2018/8/27,2018/7/2,電影哆啦A夢:大雄的金銀島,日本,1,"44,877","10,284,479"
2018/8/27,2018/6/29,鋼鐵墳墓2,美國,7,"69,901","15,226,554"
2018/8/27,2018/6/29,愛情不輪轉,法國,1,"2,581","546,472"
2018/8/27,2018/6/27,超人特攻隊2,美國,12,"1,135,477","259,235,227"
2018/8/27,2018/6/22,貼背戰,美國,10,"142,537","32,457,301"
2018/8/27,2018/6/22,信徒,南韓,2,"5,269","1,159,821"
2018/8/27,2018/6/22,跟著IKEA衣櫥去旅行,美國,1,"22,413","5,088,295"
2018/8/27,2018/6/15,冠軍大叔,南韓,12,"204,860","45,179,184"
2018/8/27,2018/6/15,看不見的台灣,中華民國,2,"10,509","2,237,387"
2018/8/27,2018/6/15,宿怨,美國,4,"113,488","26,342,165"
2018/8/27,2018/6/14,瞞天過海:八面玲瓏,美國,13,"608,627","141,787,111"
2018/8/27,2018/6/6,侏羅紀世界:殞落國度,美國,12,"2,543,321","620,872,559"
2018/8/27,2018/6/4,富麗秀（英國國家劇院現場）,英國,5,"1,075","724,440"
2018/8/27,2018/6/1,耶爾瑪（英國國家劇院現場）,英國,2,515,"328,960"
2018/8/27,2018/6/1,第十二夜(英國國家劇院現場),英國,2,661,"430,960"
2018/8/27,2018/6/1,犬之島,美國,4,"55,206","12,418,993"
2018/8/27,2018/6/1,猛龍怪客,美國,7,"55,969","12,223,724"
2018/8/27,2018/6/1,真愛收信中,美國,4,"7,254","1,354,915"
2018/8/27,2018/6/1,被愛妄想症,日本,1,"2,475","544,520"
2018/8/27,2018/5/25,新參者完結篇：當祈禱落幕時,日本,1,"11,779","2,627,713"
2018/8/27,2018/5/25,波伽利：聲命之歌,義大利,1,"6,522","1,377,265"
2018/8/27,2018/5/23,星際大戰外傳:韓索羅,美國,4,"125,050","29,529,557"
2018/8/27,2018/5/15,死侍2,美國,7,"1,228,071","287,585,140"
2018/8/27,2018/5/11,真心話大冒險,美國,5,"222,276","50,144,182"
2018/8/27,2018/4/25,復仇者聯盟：無限之戰,美國,8,"2,595,336","641,677,945"
2018/8/27,2018/4/20,頂尖高手,美國,4,"1,062","227,690"
2018/8/27,2018/4/20,鬼病院：靈異直播,南韓,1,"109,441","24,905,439"
2018/8/27,2018/4/12,毀滅大作戰,美國,2,"591,586","136,885,117"
2018/8/27,2018/3/29,一級玩家,美國,8,"1,415,598","361,758,087"
2018/8/27,2017/12/2,大世界,中國大陸,2,690,"152,516"
2018/8/27,2014/10/24,私刑教育2,美國,83,"136,102","31,771,072"
2018/9/3,2018/09/01,銀魂2特別篇：世界奇妙銀魂醬,日本,10,"1,800","419,224"
2018/9/3,2018/08/31,粽邪,中華民國,89,"173,870","39,242,686"
2018/9/3,2018/08/31,引爆點,中華民國,57,"26,508","5,961,944"
2018/9/3,2018/08/31,生生,中華民國,20,"6,317","1,397,418"
2018/9/3,2018/08/31,HIDE：來春之約,日本,14,"4,031","910,695"
2018/9/3,2018/08/31,暗算,美國,6,"1,019","229,397"
2018/9/3,2018/08/31,笑傲曇天,日本,11,789,"173,985"
2018/9/3,2018/08/31,武士的一分,日本,4,570,"116,560"
2018/9/3,2018/08/31,遺落殺鎮,阿根廷,5,317,"69,925"
2018/9/3,2018/08/30,王牌教師麻辣出擊,中華民國,51,"14,977","3,350,556"
2018/9/3,2018/08/24,瘋狂亞洲富豪,美國,79,"193,984","45,789,026"
2018/9/3,2018/08/24,大師兄,香港,82,"135,538","30,028,605"
2018/9/3,2018/08/24,殺戮元年,美國,71,"64,061","14,659,329"
2018/9/3,2018/08/24,銀魂2：規矩是為了被打破而存在的,日本,26,"25,191","5,965,057"
2018/9/3,2018/08/24,全面霾伏,法國,33,"34,337","7,983,120"
2018/9/3,2018/08/24,闇黑之心,美國,70,"46,211","10,459,516"
2018/9/3,2018/08/24,她的錯誤教育,法國,7,"2,313","499,545"
2018/9/3,2018/08/24,我願意,美國,12,"3,809","838,036"
2018/9/3,2018/08/24,地球另一端的守候,加拿大,3,859,"174,035"
2018/9/3,2018/08/24,隱劍鬼爪,日本,2,446,"93,085"
2018/9/3,2018/08/24,絕命警告信,西班牙,2,619,"132,701"
2018/9/3,2018/08/17,鬥魚,中華民國,52,"129,859","29,406,541"
2018/9/3,2018/08/17,每天回家老婆都在裝死,日本,21,"45,715","10,504,750"
2018/9/3,2018/08/17,未來的未來,日本,32,"54,101","12,409,379"
2018/9/3,2018/08/17,范保德,中華民國,8,"14,654","3,291,880"
2018/9/3,2018/08/17,老娘也要當間諜,英國,17,"47,118","10,790,485"
2018/9/3,2018/08/17,湯瑪士小火車：環遊世界大冒險,英國,10,"11,030","2,606,467"
2018/9/3,2018/08/17,拳力逃脫,美國,10,"48,525","10,703,252"
2018/9/3,2018/08/17,飛上天空的輪胎,日本,2,"3,237","717,411"
2018/9/3,2018/08/17,黃昏清兵衛,日本,1,579,"121,075"
2018/9/3,2018/08/10,巨齒鯊,美國,82,"680,727","159,703,507"
2018/9/3,2018/08/10,蠟筆小新電影功夫小子之拉麵大亂鬥！,日本,10,"26,628","6,059,617"
2018/9/3,2018/08/08,與神同行：最終審判,南韓,81,"1,963,535","469,136,454"
2018/9/3,2018/08/03,摯友維尼,美國,6,"99,224","23,111,669"
2018/9/3,2018/08/03,道別的早晨就用約定之花點綴吧,日本,3,"15,704","3,862,436"
2018/9/3,2018/08/03,怒火邊界2：毒刑者,美國,2,"23,737","5,235,901"
2018/9/3,2018/08/01,媽媽咪呀！回來了,美國,4,"107,433","24,733,808"
2018/9/3,2018/07/25,不可能的任務：全面瓦解,美國,67,"1,860,510","441,099,147"
2018/9/3,2018/07/20,神佈局,俄羅斯,6,"17,516","3,804,664"
2018/9/3,2018/07/20,震撼真相,美國,3,"3,853","802,414"
2018/9/3,2018/07/19,尖叫旅社3:怪獸假期,美國,17,"305,329","68,113,280"
2018/9/3,2018/07/13,小偷家族,日本,5,"62,071","13,865,812"
2018/9/3,2018/07/13,高年級姐妹會,美國,5,"16,034","3,706,127"
2018/9/3,2018/07/13,命帶追逐（2018數位修復版）,中華民國,1,"3,018","666,296"
2018/9/3,2018/07/13,決戰賽末點,瑞典,2,991,"185,320"
2018/9/3,2018/07/12,切小金家的旅館,中華民國,7,"86,576","19,450,166"
2018/9/3,2018/07/12,摩天大樓,美國,1,"799,815","187,004,802"
2018/9/3,2018/07/06,名偵探柯南:零的執行人,日本,5,"377,924","87,439,559"
2018/9/3,2018/07/06,愛，留在海灘那一天,英國,1,"3,627","775,091"
2018/9/3,2018/07/02,電影哆啦A夢:大雄的金銀島,日本,1,"44,882","10,285,419"
2018/9/3,2018/06/29,鋼鐵墳墓2,美國,6,"70,539","15,273,689"
2018/9/3,2018/06/27,超人特攻隊2,美國,7,"1,136,039","259,364,967"
2018/9/3,2018/06/22,貼背戰,美國,10,"143,811","32,575,936"
2018/9/3,2018/06/22,跟著IKEA衣櫥去旅行,美國,4,"22,879","5,120,135"
2018/9/3,2018/06/15,看不見的台灣,中華民國,3,"10,783","2,291,547"
2018/9/3,2018/06/15,冠軍大叔,南韓,7,"205,494","45,227,149"
2018/9/3,2018/06/15,宿怨,美國,3,"113,893","26,366,765"
2018/9/3,2018/06/14,瞞天過海:八面玲瓏,美國,12,"612,087","142,085,011"
2018/9/3,2018/06/06,侏羅紀世界:殞落國度,美國,13,"2,547,815","621,196,489"
2018/9/3,2018/06/01,犬之島,美國,4,"55,802","12,483,733"
2018/9/3,2018/06/01,猛龍怪客,美國,3,"56,288","12,243,179"
2018/9/3,2018/06/01,真愛收信中,美國,3,"7,419","1,367,600"
2018/9/3,2018/06/01,被愛妄想症,日本,1,"2,537","553,980"
2018/9/3,2018/05/25,新參者完結篇：當祈禱落幕時,日本,1,"11,826","2,634,293"
2018/9/3,2018/05/25,波伽利：聲命之歌,義大利,1,"6,559","1,382,445"
2018/9/3,2018/05/23,星際大戰外傳:韓索羅,美國,3,"125,244","29,557,117"
2018/9/3,2018/05/15,死侍2,美國,4,"1,228,427","287,616,545"
2018/9/3,2018/05/11,真心話大冒險,美國,2,"222,455","50,154,442"
2018/9/3,2018/04/25,復仇者聯盟：無限之戰,美國,4,"2,595,884","641,712,235"
2018/9/3,2018/04/20,頂尖高手,美國,4,"1,520","322,670"
2018/9/3,2018/03/29,一級玩家,美國,5,"1,415,734","361,830,647"
2018/9/3,2018/03/16,極盜戰,美國,1,"104,788","23,119,844"
2018/9/3,2017/12/01,奇蹟男孩,美國,1,"274,378","61,186,718"
2018/9/3,2014/10/24,私刑教育2,美國,83,"235,607","54,698,077"
2018/9/10,2018/09/07,婚禮冤家,美國,43,"24,335","5,656,121"
2018/9/10,2018/09/07,山的那一邊,中華民國,30,"19,268","4,270,431"
2018/9/10,2018/09/07,北風,南韓,17,"8,260","1,889,665"
2018/9/10,2018/09/07,笑畫人生,美國,11,"2,946","638,677"
2018/9/10,2018/09/07,我們的50次初吻,日本,24,"2,893","645,780"
2018/9/10,2018/09/07,愛情無論如何,德國,8,"1,495","323,642"
2018/9/10,2018/09/07,暹羅訣九神戰甲,泰國,25,"2,653","595,386"
2018/9/10,2018/09/07,永遠的朋友：靈犬貝兒,法國,8,"1,673","374,144"
2018/9/10,2018/09/07,喔！露西,日本,7,"1,028","216,550"
2018/9/10,2018/09/07,葛飾北齋:畫狂老人,英國,5,318,"123,984"
2018/9/10,2018/09/07,男孩愛最大,美國,12,"1,169","264,304"
2018/9/10,2018/09/07,與神同行的少年,法國,9,925,"198,093"
2018/9/10,2018/09/07,屍控警戒,英國,4,942,"217,660"
2018/9/10,2018/09/07,青夏：戀上你的30日,日本,10,731,"161,943"
2018/9/10,2018/09/07,虹色時光,日本,10,745,"169,344"
2018/9/10,2018/09/07,HIGH & LOW熱血街頭電影版2：天空的盡頭,日本,1,205,"44,660"
2018/9/10,2018/09/07,HIGH & LOW熱血街頭電影版3：終極任務,日本,1,129,"27,710"
2018/9/10,2018/09/06,鬼修女,美國,92,"396,994","94,067,565"
2018/9/10,2018/09/01,銀魂2特別篇：世界奇妙銀魂醬,日本,9,"2,018","469,346"
2018/9/10,2018/08/31,粽邪,中華民國,87,"203,728","45,938,393"
2018/9/10,2018/08/31,引爆點,中華民國,49,"29,676","6,677,721"
2018/9/10,2018/08/31,生生,中華民國,18,"7,613","1,674,503"
2018/9/10,2018/08/31,HIDE：來春之約,日本,12,"4,599","1,039,000"
2018/9/10,2018/08/31,暗算,美國,3,"1,047","235,457"
2018/9/10,2018/08/31,武士的一分,日本,2,598,"122,410"
2018/9/10,2018/08/31,笑傲曇天,日本,2,814,"179,745"
2018/9/10,2018/08/31,遺落殺鎮,阿根廷,3,336,"74,205"
2018/9/10,2018/08/30,王牌教師麻辣出擊,中華民國,40,"16,843","3,772,612"
2018/9/10,2018/08/24,瘋狂亞洲富豪,美國,77,"234,683","55,429,713"
2018/9/10,2018/08/24,大師兄,香港,71,"140,987","31,233,874"
2018/9/10,2018/08/24,殺戮元年,美國,43,"65,873","15,081,254"
2018/9/10,2018/08/24,銀魂2：規矩是為了被打破而存在的,日本,14,"26,612","6,297,928"
2018/9/10,2018/08/24,全面霾伏,法國,19,"35,255","8,190,597"
2018/9/10,2018/08/24,闇黑之心,美國,20,"46,743","10,586,141"
2018/9/10,2018/08/24,頂尖高手,丹麥,4,"1,639","346,120"
2018/9/10,2018/08/24,隱劍鬼爪,日本,1,458,"95,595"
2018/9/10,2018/08/17,鬥魚,中華民國,38,"133,007","30,122,589"
2018/9/10,2018/08/17,每天回家老婆都在裝死,日本,13,"47,306","10,880,397"
2018/9/10,2018/08/17,范保德,中華民國,8,"15,852","3,560,595"
2018/9/10,2018/08/17,未來的未來,日本,13,"54,750","12,558,578"
2018/9/10,2018/08/17,老娘也要當間諜,英國,3,"47,328","10,835,160"
2018/9/10,2018/08/17,湯瑪士小火車：環遊世界大冒險,英國,7,"11,211","2,645,697"
2018/9/10,2018/08/17,拳力逃脫,美國,2,"48,553","10,710,272"
2018/9/10,2018/08/10,巨齒鯊,美國,69,"687,389","161,232,203"
2018/9/10,2018/08/10,蠟筆小新電影功夫小子之拉麵大亂鬥！,日本,6,"26,844","6,108,912"
2018/9/10,2018/08/08,與神同行：最終審判,南韓,73,"1,988,860","475,071,302"
2018/9/10,2018/08/03,道別的早晨就用約定之花點綴吧,日本,2,"16,016","3,936,008"
2018/9/10,2018/08/03,摯友維尼,美國,5,"99,404","23,155,854"
2018/9/10,2018/08/01,媽媽咪呀！回來了,美國,4,"107,715","24,795,228"
2018/9/10,2018/07/27,超能救援,美國,2,"2,967","636,864"
2018/9/10,2018/07/25,不可能的任務：全面瓦解,美國,54,"1,873,078","444,152,133"
2018/9/10,2018/07/20,神佈局,俄羅斯,8,"18,723","3,903,454"
2018/9/10,2018/07/20,震撼真相,美國,5,"4,375","861,044"
2018/9/10,2018/07/20,一袋彈珠,法國,2,"3,574","748,615"
2018/9/10,2018/07/20,把哥哥退貨可以嗎,泰國,5,"39,297","8,839,775"
2018/9/10,2018/07/20,孤狼之血,日本,1,"2,177","483,728"
2018/9/10,2018/07/19,尖叫旅社3:怪獸假期,美國,11,"306,049","68,267,880"
2018/9/10,2018/07/13,小偷家族,日本,2,"62,410","13,941,292"
2018/9/10,2018/07/13,高年級姐妹會,美國,8,"16,858","3,771,682"
2018/9/10,2018/07/13,命帶追逐（2018數位修復版）,中華民國,1,"3,035","669,676"
2018/9/10,2018/07/12,切小金家的旅館,中華民國,9,"87,792","19,565,921"
2018/9/10,2018/07/06,名偵探柯南:零的執行人,日本,2,"377,970","87,450,689"
2018/9/10,2018/07/06,愛，留在海灘那一天,英國,1,"3,665","780,791"
2018/9/10,2018/06/29,鋼鐵墳墓2,美國,4,"70,747","15,290,984"
2018/9/10,2018/06/27,超人特攻隊2,美國,6,"1,136,483","259,465,267"
2018/9/10,2018/06/22,貼背戰,美國,8,"144,537","32,648,081"
2018/9/10,2018/06/22,跟著IKEA衣櫥去旅行,美國,6,"23,816","5,190,825"
2018/9/10,2018/06/22,信徒,南韓,1,"5,311","1,166,541"
2018/9/10,2018/06/15,宿怨,美國,4,"114,397","26,400,250"
2018/9/10,2018/06/15,看不見的台灣,中華民國,2,"10,845","2,296,887"
2018/9/10,2018/06/15,冠軍大叔,南韓,1,"205,544","45,231,049"
2018/9/10,2018/06/14,瞞天過海:八面玲瓏,美國,12,"614,582","142,302,516"
2018/9/10,2018/06/06,侏羅紀世界:殞落國度,美國,11,"2,550,601","621,403,194"
2018/9/10,2018/06/01,犬之島,美國,2,"56,033","12,507,703"
2018/9/10,2018/06/01,真愛收信中,美國,1,"7,502","1,379,780"
2018/9/10,2018/06/01,猛龍怪客,美國,2,"56,390","12,249,914"
2018/9/10,2018/06/01,被愛妄想症,日本,1,"2,560","557,430"
2018/9/10,2018/05/23,星際大戰外傳:韓索羅,美國,3,"125,430","29,583,407"
2018/9/10,2018/05/21,姐就是美！,美國,1,"54,668","12,252,075"
2018/9/10,2018/05/11,真心話大冒險,美國,2,"222,591","50,165,072"
2018/9/10,2018/04/25,復仇者聯盟：無限之戰,美國,4,"2,596,264","641,738,015"
2018/9/10,2018/03/16,極盜戰,美國,1,"104,863","23,126,724"
2018/9/10,2014/10/24,私刑教育2,美國,84,"278,489","64,546,745"
2018/9/17,2018/9/14,終極戰士：掠奪者,美國,93,"150,919","35,402,812"
2018/9/17,2018/9/14,失蹤網紅,美國,68,"65,965","15,185,762"
2018/9/17,2018/9/14,致命目擊,南韓,41,"16,894","3,872,916"
2018/9/17,2018/9/14,德魯大叔,美國,21,"14,775","3,500,987"
2018/9/17,2018/9/14,無聊的人生我死也不要,德國,17,"8,691","2,015,672"
2018/9/17,2018/9/14,密謀,阿根廷,15,"7,801","1,801,103"
2018/9/17,2018/9/14,藍色項圈,中華民國,57,"9,730","2,197,853"
2018/9/17,2018/9/14,婚禮的那一天,南韓,25,"7,305","1,703,080"
2018/9/17,2018/9/14,搖滾樂殺人事件,中華民國,21,"4,106","935,749"
2018/9/17,2018/9/14,美國動物,美國,12,"2,878","643,934"
2018/9/17,2018/9/14,戲夢巴黎,英國,7,"1,414","296,780"
2018/9/17,2018/9/14,北極上學趣,法國,6,"1,460","325,516"
2018/9/17,2018/9/14,裸愛殺機,美國,9,"1,415","303,846"
2018/9/17,2018/9/14,KSEVENSTORIESEPISODE3「SIDE：GREEN～覆寫世界～」,日本,6,840,"193,921"
2018/9/17,2018/9/14,當我們困在一起,義大利,8,784,"166,801"
2018/9/17,2018/9/14,我的媽咪金搖擺,西班牙,11,714,"158,813"
2018/9/17,2018/9/14,我很好,日本,10,389,"91,092"
2018/9/17,2018/9/14,B面人生,波蘭,5,462,"96,215"
2018/9/17,2018/9/14,利斧狂魔,美國,4,108,"23,350"
2018/9/17,2018/9/7,山的那一邊,中華民國,29,"22,364","4,958,832"
2018/9/17,2018/9/7,婚禮冤家,美國,41,"26,717","6,198,200"
2018/9/17,2018/9/7,北風,南韓,16,"9,665","2,215,351"
2018/9/17,2018/9/7,笑畫人生,美國,11,"3,427","741,117"
2018/9/17,2018/9/7,葛飾北齋:畫狂老人,英國,5,559,"216,384"
2018/9/17,2018/9/7,與神同行的少年,法國,7,"1,085","233,815"
2018/9/17,2018/9/7,我們的50次初吻,日本,14,"3,023","678,150"
2018/9/17,2018/9/7,愛情無論如何,德國,5,"1,646","354,527"
2018/9/17,2018/9/7,永遠的朋友：靈犬貝兒,法國,8,"1,809","404,329"
2018/9/17,2018/9/7,喔！露西,日本,5,"1,115","234,170"
2018/9/17,2018/9/7,暹羅訣九神戰甲,泰國,9,"2,708","607,956"
2018/9/17,2018/9/7,屍控警戒,英國,3,995,"230,010"
2018/9/17,2018/9/7,男孩愛最大,美國,4,"1,186","268,144"
2018/9/17,2018/9/7,虹色時光,日本,2,755,"171,794"
2018/9/17,2018/9/7,青夏：戀上你的30日,日本,2,735,"162,943"
2018/9/17,2018/9/6,鬼修女,美國,93,"445,624","105,453,264"
2018/9/17,2018/9/1,銀魂2特別篇：世界奇妙銀魂醬,日本,3,"2,047","476,046"
2018/9/17,2018/8/31,粽邪,中華民國,81,"213,625","48,133,219"
2018/9/17,2018/8/31,生生,中華民國,11,"8,091","1,774,713"
2018/9/17,2018/8/31,引爆點,中華民國,15,"30,088","6,769,316"
2018/9/17,2018/8/31,HIDE：來春之約,日本,2,"4,699","1,061,360"
2018/9/17,2018/8/30,王牌教師麻辣出擊,中華民國,8,"16,970","3,801,297"
2018/9/17,2018/8/24,瘋狂亞洲富豪,美國,72,"256,123","60,535,653"
2018/9/17,2018/8/24,大師兄,香港,41,"141,912","31,434,784"
2018/9/17,2018/8/24,銀魂2：規矩是為了被打破而存在的,日本,9,"26,890","6,362,953"
2018/9/17,2018/8/24,殺戮元年,美國,10,"65,979","15,106,864"
2018/9/17,2018/8/24,全面霾伏,法國,4,"35,304","8,201,522"
2018/9/17,2018/8/24,闇黑之心,美國,4,"46,794","10,596,601"
2018/9/17,2018/8/24,頂尖高手,丹麥,2,"1,677","353,730"
2018/9/17,2018/8/17,鬥魚,中華民國,19,"133,703","30,282,999"
2018/9/17,2018/8/17,每天回家老婆都在裝死,日本,9,"47,878","11,010,757"
2018/9/17,2018/8/17,范保德,中華民國,4,"16,342","3,671,420"
2018/9/17,2018/8/17,未來的未來,日本,4,"54,977","12,610,333"
2018/9/17,2018/8/17,湯瑪士小火車：環遊世界大冒險,英國,4,"11,311","2,666,777"
2018/9/17,2018/8/17,老娘也要當間諜,英國,1,"47,376","10,845,435"
2018/9/17,2018/8/10,巨齒鯊,美國,41,"688,836","161,562,692"
2018/9/17,2018/8/10,蠟筆小新電影功夫小子之拉麵大亂鬥！,日本,4,"26,900","6,120,877"
2018/9/17,2018/8/8,與神同行：最終審判,南韓,65,"1,999,287","477,538,484"
2018/9/17,2018/8/3,怒火邊界2：毒刑者,美國,7,"24,742","5,312,281"
2018/9/17,2018/8/3,道別的早晨就用約定之花點綴吧,日本,1,"16,185","3,978,914"
2018/9/17,2018/8/3,摯友維尼,美國,1,"99,439","23,164,634"
2018/9/17,2018/8/1,媽媽咪呀！回來了,美國,2,"107,805","24,816,448"
2018/9/17,2018/7/27,超能救援,美國,3,"3,389","665,194"
2018/9/17,2018/7/25,不可能的任務：全面瓦解,美國,39,"1,878,281","445,428,235"
2018/9/17,2018/7/20,把哥哥退貨可以嗎,泰國,9,"40,650","8,936,290"
2018/9/17,2018/7/20,神佈局,俄羅斯,8,"19,690","3,981,279"
2018/9/17,2018/7/20,震撼真相,美國,6,"5,021","919,584"
2018/9/17,2018/7/20,孤狼之血,日本,1,"2,275","498,008"
2018/9/17,2018/7/20,一袋彈珠,法國,1,"3,651","760,405"
2018/9/17,2018/7/20,霧中的女孩,義大利,2,"2,491","559,562"
2018/9/17,2018/7/20,揭密風暴,南韓,1,523,"120,560"
2018/9/17,2018/7/19,尖叫旅社3:怪獸假期,美國,7,"306,309","68,323,990"
2018/9/17,2018/7/13,高年級姐妹會,美國,9,"17,867","3,867,352"
2018/9/17,2018/7/13,小偷家族,日本,1,"62,724","14,009,452"
2018/9/17,2018/7/12,切小金家的旅館,中華民國,8,"88,654","19,634,311"
2018/9/17,2018/7/6,名偵探柯南:零的執行人,日本,5,"378,430","87,490,629"
2018/9/17,2018/7/4,蟻人與黃蜂女,美國,2,"1,260,286","296,127,544"
2018/9/17,2018/6/27,超人特攻隊2,美國,5,"1,136,720","259,517,777"
